myunique_id,myanger_direction,mydeveloper_comment,Targets
317376_1,ob,'What is annoying is that the main complaint is that the artifact ca not be found even though the POM contains the repository reference maven-play-plugin Maven Play Plugin ' ,complaint reference plugin Play Maven 
338289_1,self,'I am stupid and forgot what file this bug was talking about I wrote up the description for this in an email a few weeks back.' ,weeks 
734624_1,self,'Shame on me lack of a nice formatter I made an error with getting the month Date.getMonth returns 0 to 11 not 1 to 12.' ,formatter lack 
1024732_5,ob,'I did it previously but it was an ugly hack something I would not like to repeat.' ,hack 
254491_3,ob,'Really annoying...' ,
320389_2,ob,'I am developing my own application over 1 year in tapestry 5 with extensive use of javascript and it drives me really mad to re-implement parts of my javascripts each time when tapestry updates from 5.1.0.x to 5.1.0.x+1.' ,parts application use use tapestry 
309786_3,ob,'I will check the modeline because I do hate the 'comment fix'.' ,
811834_5,self,'Obviously there are no params for the state stupid me.' ,
329492_1,ob,'So dumb question.' ,question 
316192_2,ob,'This is really ugly because it requires to 'copy' the whole code and make some additions.' ,code 
689482_1,ob,'michael i guess junit from my eclipse != junit from ant because it passes in eclipse...annoying I will fix the test so it runs correctly from ant.' ,michael 
307540_12,ob,' Some of the code is pretty ugly and there are no test cases defined.' ,
253514_3,ob,'Here is some information about this process I also think that this process is quite annoying because everytime m2e gets the idea of building the uimaj-ep-textmarker-engine or the uimaj-ep-runtime project it breaks both jars since the unpack-dependencies is deativated.' ,textmarker ep project uimaj 
676191_1,ob,'We removed support for stupid GZIP compression support in stored fields in 3.0.' ,support fields compression GZIP 
736384_2,self,'How stupid of me.' ,
1691543_1,ob,'Slightly better but still ugly patch.' ,patch 
315849_1,self,'OMG....I kept ignoring the little voice in my head that kept telling me to go look at the portlet code because I rememered reading something about being able to render different response types to different portions of a page.' ,types portions voice 
707984_1,self,'head desk That was a stupid mistake on my part.' ,desk mistake desk 
2051552_1,ob,'This is indeed quite annoying since the eclipse classpath gets polluted you can accidentially use classes from the runtime deps in the code and you are in for surprises if you compile with maven only.' ,surprises 
314650_1,oth,'Seems like that this browser bug in IE is still not fixed even in IE7 I hate those MS guys This causes the problem because the SELECT boxes are updated via innerHTML. ' ,
305687_8,ob,'Might be more trouble than it is worth but I would hate to have to keep track of the same bugfixes in two locations.' ,trouble bugfixes 
944255_2,ob,'Now come the dumb questions.' ,questions 
427978_1,self,'CORRECTION/ADDENDUM It is late and I am doing stupid typos.' ,typos 
409662_1,self,'How stupid of me I coded this and when looking for why the source file is not around anymore I did not see it ....' ,
742492_1,self,'Hmm looks like I made a dumb error there is no close call on the query executor in my test code which causes it to be left open until such time as it gets GCd on the client.' ,call error time 
642768_11,ob,'I am actually forcing myself to deal with the fact that the world has decided on the horrible vertically misaligned braces choice every day maybe that makes me blind to other style issues.' ,issues 
319632_2,ob,'Time zones are almost as ugly to work with as character sets.' ,zones 
315478_2,ob,'Of course urls for static resources in normal servlet apps that contain the jsessionid param are 100 valid but if you ask me really ugly.' ,apps apps resources 
1034810_1,self,'My test case was a false positive stupid mistake on my part. ' ,case mistake 
477261_3,ob,'The refactoring of BC slowly becoming annoying.' ,
1698782_2,ob,'Sorry I could not write before I hate Mondays.' ,
684490_1,ob,'I will take a look anyway too bad I ca not find my stupid automata text book already bought the stupid thing twice in my life.' ,book thing text automata 
653763_5,ob,'My ant-foo is too weak for me to be sure I did not set up some kind of horrible circular dependency that has not hit me.' ,dependency 
738547_1,self,'Attached the psml page in question incase I have done something stupid spelling errors or other such inspite of my checking ' ,errors inspite inspite 
413403_3,ob,'We have certainly made some progress on some process related things but the site and documentation are still terrible.' ,
798922_3,self,'So everything is fine .. stupid me.' ,
398784_1,ob,'We are having this annoying trace too. ' ,trace 
807405_1,self,'omg I am very sorry forgive my ignorance!' ,omg 
317577_2,ob,'Its an ugly solution but seems to work as a stop gap.' ,solution 
309672_8,ob,'The problem here is that dict are mutable as well they are unhashable d1 = dicta=1 set Traceback most recent call last File '' line 1 in TypeError dict objects are unhashable So the only workaround is to use a tuple as they are immutable holding two integers to represent uuids but it is kinda ugly.',workaround Traceback File call problem dict d1 call TypeError File dicta 
510014_1,self,'Well ahm before everyones rotflol or something similar shame on my head my little testprogramm was terribly wrong in two ways actually.' ,ways shame testprogramm 
324280_1,ob,'Please also try to login with other user than admin for example user1 / password since plain users differently from admin have a link to edit their own profile the result is quite ugly ATM.' ,profile users result ATM user user admin 
347703_1,ob,' I thought it was not giving me a way to add reviewers but it turns out the interface is just terrible and/or I am an idiot.' ,
312730_4,ob,'Hopefully it wo not come to that because that is an ugly solution code that uses ClassFactory would have an additional requirement to manage a mutex.' ,requirement code 
984747_5,ob,'Its super ugly that you have to parse exception message to get exception data member fields... but thats not your fault.' ,fault exception member 
811245_24,ob,'Do you think there is way doing without that ugly HttpMethodBase cast?' ,cast 
728587_2,ob,'The perms on mino are ok some stupid bug we ca not track down.' ,bug 
335233_3,ob,'We will not wrap code in empty try catch blocks because that is a terrible coding practice.' ,practice try catch try 
1334410_3,ob,'After some more investigation I found a stupid bug in our system that was deliberately throwing away the original email from the reply.' ,bug email investigation 
356415_7,ob,'You need to have people with a real security background who know what the fuck they are doing to ensure correctness.' ,security 
319756_2,ob,'That stupid m2eclipse was using a snapshot from december instead of updating it to the most recent and I had workspace resolution turned off.' ,m2eclipse 
1089377_6,ob,'My memory is sketchy but I was having terrible problems writing a matrix of tests for SIMPLE/PLAIN/KERBEROS/TOKEN client & server interactions.' ,TOKEN problems server 
315391_11,ob,'I would also hate to have to go back to .page and .jwc files since there are so many files that I have changed.' ,
375674_2,ob,'Stupid OS X and it is refusal to properly support 1.5' ,X refusal 
256979_2,ob,'However an ugly exception was logged in the aggregate client is logfile Hopefully there is some way to tell the spring listener not to do this.' ,exception client 
319274_1,self,'shame on me!' ,
306885_4,ob,'That is going to be pretty annoying since it does not allow for a graceful upgrade.' ,upgrade 
1130184_1,self,'4703_20081120_0.18.patch for 0.18 I hate that I typed an incorrect jira number in my previous file name.' ,patch 4703_20081120_0.18 
2044553_7,ob,'This is really annoying as I have learned to use the custombeans a lot and now I ca not edit any form I need to move the form to another temporary project in order to edit it.' ,project 
598997_39,ob,'Not difficult to do but it is annoying.' ,
401264_2,ob,'The code is horrible JmsTemplate102 not much help but the hopefully you can do better than me.' ,help code JmsTemplate102 
309745_1,ob,'I hate to see this patch languishing here.' ,
254457_2,ob,'I was selecting type systems today for at least half an hour a bit annoying.' ,hour 
1190733_2,self,'I did a stupid mistake.' ,mistake 
344967_2,ob,'I just ca not reproduce it and I am not seeing it in server error logs so I am just giving up on this bug.' ,
253836_9,ob,'And the resulting project/pom would contain some ugly folder structure and listings of calls for different versions.' ,pom structure versions listings 
649429_5,ob,'Personally I hate that coz the code base just bloats when number of M/R jobs increase.' ,
1085726_3,ob,'I have a few comments/questions Parsing the MapReduce job name out of the DFSClient name is kind of an ugly hack.' ,questions hack name job MapReduce 
419548_1,self,'Oops I am a dumb azz!' ,azz 
1726741_2,self,'I feel like this patch I am providing is really dumb because it introduces another profile for no sake other than the name.' ,sake 
331018_2,ob,'And the annoying thing is that to support catalog/name lookups either need two properties or an unreleased version of chain which has a syntax for splitting a single string 'catalogcommand'.' ,thing string version thing 
320831_4,ob,'That is very ugly since I had to hardcode the event link in order to make it send the event to the Select object because it has the necessary code to inject any input tag to its containing form in the onChange method or otherwise I would get the 'component must be enclosed by a Form component' error.' ,form code object 
965843_2,ob,'That was me with stupid svn.' ,svn 
411734_2,ob,'Those were annoying!' ,
250458_2,ob,' In order to bypass that some ugly setAccessibletrue will be needed.' ,setAccessibletrue 
587559_1,self,'Sorry for this dumb mistake.' ,mistake 
396204_4,ob,'It is easy to fix / work around add this dependency explicitly into our feature file but it is annoying... Best Christian' ,file 
684491_2,ob,'I will take a look anyway too bad I ca not find my stupid automata text book already bought the stupid thing twice in my life.' ,book thing text automata 
408313_3,ob,'My only possible issue with that is setting up a new one the first time sling starts up would be annoying unless there is some way to push things into the repo on startup?.' ,one issue time repo startup 
327964_2,self,'I made a terrible mistake a couple of days back and have copied the wrong Synapse 1.1.1 JARs into the repo which got synced into the Central Repository.' ,mistake Synapse 
1016362_1,self,'/me dumb it is my own debug that NPEs.' ,debug NPEs 
2081112_1,self,'Of course you are right how stupid of me !' ,
563392_7,ob,'And what is really unfortunate is that many of these sites are low-bandwidth hosters in Korea and China so your crawl speed drops dramatically because you are spending all your time waiting for worthless bytes to arrive.' ,bytes bandwidth 
784633_2,ob,'stupid copy-paste-with-one-newline-too-much sorry ' ,paste 
324269_3,ob,'Link color is quite ugly.' ,
677229_2,ob,'I ca not stand not having syntax/error highlighting in my IDE always having to regenerate the .jj file with 'ant javacc' only to find i made a stupid typo. ' ,error error 
452350_2,ob,'The simple 'solution' looks terrible.' ,solution 
319577_6,ob,'In the end the only way I could get rid of ugly arrow icons in IE8 was with DIV.t-palette-controls BUTTON IMG Unfortunately this latter solution is the I will have to go with in order to get a commercial product out of the door deadline is a couple of days' time!' ,way solution icons product palette icons controls end DIV.t couple BUTTON 
254574_6,ob,'I think the functionality of the CEV plugins should be integrated in the CAS Editor in future because actively using two different editors for xmis is really annoying.' ,editors future Editor 
408982_1,ob,'I hate to have to implement workarounds for broken app servers but agree that it is useful for Sling to be resilient again such problems.' ,servers problems 
807221_3,ob,'Hence the callback cannot be triggered unless somebody puts maliciously stupid code into derived class constructors.' ,constructors code 
811243_12,ob,'Do you think there is way doing without that ugly HttpMethodBase cast?' ,cast 
810379_5,ob,'What a ugly piece of an URI -/ I consider this 'bug' as fixed ... shall I close it ?' ,piece 
580755_2,ob,'Here are my reasons git submodules are horrible.' ,
337138_2,ob,'That is a pretty disturbing issue to get into a production release.' ,issue 
404498_2,ob,' I would hate for an implementation change on the JR side to cause this to break again.' ,
335894_3,ob,'It can be worked around with JavaScript in the submission but that is quite ugly.' ,JavaScript submission 
258066_2,ob,'It is super annoying when tooling removes your carefully placed XML comments.' ,comments 
